student_id,attention_score,confusion_score,boredom_score,cognitive_overload_score,lstm_prediction,gru_prediction,cnn_prediction,ensemble_prediction,risk_category
158,97.90739,2.0926142,14.000000000000002,38.0,0.044177603,0.018600827,0.0,0.020926142,Low Risk
161,89.50243,10.497566,4.0,56.00000000000001,0.15950635,0.15542065,2.6166921e-10,0.10497566,Low Risk
165,94.5907,5.409298,16.0,46.0,0.11534296,0.046933513,2.4538836e-06,0.054092977,Low Risk
166,66.72199,33.278008,17.647058823529413,52.94117647058824,0.46318334,0.4583459,0.076810956,0.33278006,Moderate Risk
167,62.356506,37.643494,0.0,61.53846153846154,0.10037865,0.4897566,0.53916955,0.37643495,Moderate Risk
168,90.02581,9.974189,0.0,46.0,0.15173313,0.14695285,0.0005396871,0.09974188,Low Risk
169,87.718376,12.281626,4.0,52.0,0.21774293,0.15070583,0.0,0.12281626,Low Risk
170,86.465385,13.534617,20.0,65.0,0.15825433,0.2456737,0.002110473,0.13534617,Low Risk
171,21.595818,78.40418,20.0,83.33333333333333,0.92134446,0.97598404,0.45479688,0.7840418,High Risk
173,65.85749,34.1425,8.0,49.0,0.08582468,0.07750951,0.8609409,0.34142503,Moderate Risk
174,75.63415,24.365856,4.0,63.0,0.16644801,0.5645277,0.0,0.24365856,Low Risk
175,85.56467,14.435333,16.666666666666664,46.666666666666664,0.25494552,0.17811447,1.0773205e-25,0.14435333,Low Risk
178,84.274895,15.725107,12.5,50.0,0.28010568,0.16097033,0.030677194,0.15725107,Low Risk
182,87.32579,12.67421,14.000000000000002,62.0,0.11414673,0.26607955,3.3105116e-09,0.1267421,Low Risk
184,59.65712,40.342876,0.0,76.66666666666666,0.39692885,0.8133541,3.3566887e-06,0.40342876,Moderate Risk
185,73.502556,26.49745,20.0,40.0,0.34249473,0.33238527,0.120043434,0.2649745,Low Risk
186,71.26787,28.732136,16.27906976744186,77.90697674418605,0.52657354,0.3353896,8.897806e-07,0.28732136,Low Risk
187,96.414894,3.585104,20.0,84.0,0.07481516,0.031291045,0.0014469128,0.03585104,Low Risk
189,92.102165,7.8978353,0.0,64.28571428571428,0.14932163,0.08761343,0.0,0.07897835,Low Risk
193,97.62076,2.3792357,0.0,26.0,0.034682617,0.036694452,3.103158e-36,0.023792356,Low Risk
196,93.051735,6.948264,8.108108108108109,48.648648648648646,0.10493843,0.10340436,0.00010513231,0.06948264,Low Risk
198,97.45119,2.5488162,2.0,51.0,0.030152928,0.046244927,6.664099e-05,0.025488162,Low Risk
200,69.855965,30.144033,10.0,42.0,0.023231372,0.022526957,0.85856265,0.30144033,Moderate Risk
201,57.386673,42.613327,26.0,79.0,0.5894373,0.64503443,0.04392799,0.42613328,Moderate Risk
202,17.548996,82.451004,10.0,75.0,0.9576569,0.9704717,0.5454014,0.82451004,High Risk
203,75.81899,24.181007,16.0,48.0,0.39446023,0.29876915,0.032200854,0.24181008,Low Risk
205,82.71287,17.28713,25.0,75.0,0.3034668,0.20415837,0.010988756,0.1728713,Low Risk
207,89.56075,10.439249,10.0,68.75,0.07520464,0.093098514,0.14487432,0.10439249,Low Risk
209,80.12969,19.870312,14.000000000000002,34.0,0.26312,0.3329894,2.0259055e-11,0.19870313,Low Risk
212,90.7113,9.288694,0.0,42.592592592592595,0.17210048,0.103633605,0.0029267448,0.09288695,Low Risk
213,75.675354,24.324652,0.0,44.44444444444444,0.31414625,0.41559327,1.6815043e-09,0.24324651,Low Risk
214,93.061676,6.9383235,9.523809523809524,57.14285714285714,0.1348383,0.0733114,0.0,0.069383234,Low Risk
215,94.56551,5.434482,6.666666666666667,61.66666666666667,0.11222621,0.047170803,0.0036374691,0.05434482,Low Risk
216,72.67399,27.326012,11.11111111111111,24.999999999999996,0.25920057,0.42860034,0.13197948,0.27326012,Low Risk
217,79.62232,20.37768,3.3333333333333335,10.0,0.023193518,0.045339797,0.5427971,0.20377679,Low Risk
218,64.950455,35.04954,10.0,50.0,0.22668423,0.22745593,0.5973461,0.35049543,Moderate Risk
220,83.92857,16.071426,16.0,57.00000000000001,0.14759853,0.14064707,0.1938972,0.16071427,Low Risk
221,98.49476,1.5052371,12.903225806451612,37.096774193548384,0.017487228,0.015053343,0.01261654,0.015052371,Low Risk
223,77.44367,22.556328,0.0,60.0,0.19563246,0.12418447,0.3568729,0.22556327,Low Risk
224,16.289871,83.71013,26.666666666666668,76.66666666666666,0.98635733,0.97794354,0.5470031,0.8371013,High Risk
225,47.54234,52.45766,8.571428571428571,74.28571428571429,0.39094073,0.47569174,0.70709735,0.5245766,Moderate Risk
226,39.48388,60.51612,17.5,62.5,0.82560813,0.87011844,0.11975695,0.6051612,Moderate Risk
230,75.47183,24.528172,13.333333333333334,73.33333333333334,0.41325092,0.21334575,0.10924845,0.24528171,Low Risk
