student_id,attention_score,confusion_score,boredom_score,cognitive_overload_score,lstm_prediction,gru_prediction,cnn_prediction,ensemble_prediction,risk_category
887,56.790554,43.20945,24.0,72.0,0.46242103,0.80018914,0.03367331,0.43209448,Moderate Risk
888,94.51761,5.482395,4.0,56.00000000000001,0.057001654,0.09135144,0.016118756,0.05482395,Low Risk
889,87.81724,12.182763,30.0,57.00000000000001,0.16813445,0.19734845,1.3405187e-11,0.12182763,Low Risk
891,96.18976,3.810237,6.0,47.0,0.062455267,0.051844645,7.2053463e-06,0.03810237,Low Risk
892,92.76515,7.23485,3.4482758620689653,58.62068965517242,0.10211273,0.114932746,2.0809736e-26,0.0723485,Low Risk
894,44.991333,55.008667,20.0,50.0,0.3138007,0.4168301,0.9196292,0.5500867,Moderate Risk
895,58.01245,41.98755,6.666666666666667,68.33333333333333,0.17188875,0.6403819,0.44735575,0.41987547,Moderate Risk
896,78.29238,21.707617,20.0,80.0,0.3419666,0.18424179,0.12502009,0.21707617,Low Risk
899,93.23786,6.7621393,7.4074074074074066,31.481481481481477,0.10312509,0.079386465,0.020352628,0.067621395,Low Risk
900,88.32808,11.671925,28.888888888888886,64.44444444444444,0.22339423,0.12676352,3.1618067e-27,0.116719246,Low Risk
902,69.88163,30.11837,0.0,70.0,0.25128156,0.35164294,0.3006266,0.3011837,Moderate Risk
903,96.37211,3.6278908,0.0,31.000000000000007,0.04609862,0.0627381,0.0,0.036278907,Low Risk
904,75.7134,24.286596,0.0,90.0,0.26896912,0.35482037,0.1048084,0.24286596,Low Risk
905,97.70262,2.2973797,8.0,43.00000000000001,0.03831421,0.030607175,0.0,0.022973796,Low Risk
907,75.64906,24.350935,42.857142857142854,71.42857142857142,0.31361178,0.41691628,2.6090158e-11,0.24350935,Low Risk
908,77.90113,22.098867,18.181818181818183,45.45454545454545,0.29665643,0.31906492,0.047244683,0.22098868,Low Risk
909,85.84847,14.151527,12.5,40.0,0.021711903,0.0317479,0.37108603,0.14151527,Low Risk
910,89.13219,10.867807,5.555555555555555,30.555555555555557,0.16103052,0.09113856,0.07386514,0.10867807,Low Risk
912,89.922485,10.07752,10.0,95.0,0.19437192,0.10795369,4.4276013e-11,0.100775205,Low Risk
913,92.032585,7.967415,4.0,29.000000000000004,0.097248875,0.120972514,0.020801047,0.07967415,Low Risk
916,68.46776,31.532236,22.727272727272727,63.63636363636363,0.47306502,0.4534369,0.019465214,0.31532237,Moderate Risk
917,30.189514,69.810486,20.0,65.0,0.81047523,0.7682766,0.51556283,0.69810486,Moderate Risk
919,97.94188,2.0581157,2.0,16.000000000000004,0.04096993,0.020773545,1.2867543e-11,0.020581158,Low Risk
920,17.369778,82.630226,0.0,73.07692307692308,0.97137225,0.96746826,0.54006624,0.82630223,High Risk
921,16.74623,83.25377,46.666666666666664,103.33333333333334,0.985332,0.96805406,0.5442271,0.8325377,High Risk
923,78.84266,21.157343,0.0,36.36363636363637,0.27801558,0.28664815,0.07005653,0.21157344,Low Risk
924,80.391884,19.608116,0.0,40.0,0.0067960634,0.04377562,0.5376718,0.19608116,Low Risk
927,16.712278,83.28772,43.333333333333336,101.66666666666666,0.968181,0.9762955,0.55415523,0.8328772,High Risk
928,75.18375,24.816256,4.0,19.0,0.3172906,0.42717227,2.4788467e-05,0.24816255,Low Risk
929,94.777336,5.2226653,0.0,38.46153846153846,0.087190315,0.04326332,0.026226332,0.05222665,Low Risk
930,94.67554,5.3244677,4.0,41.0,0.07553322,0.07487194,0.00932886,0.053244676,Low Risk
932,91.93114,8.068858,22.22222222222222,44.44444444444444,0.110105604,0.13196005,8.975594e-08,0.08068858,Low Risk
934,93.40417,6.595832,0.0,21.42857142857143,0.066827014,0.032401122,0.09864683,0.06595832,Low Risk
936,73.41702,26.582977,10.0,80.0,0.38721332,0.3415688,0.06870723,0.26582977,Low Risk
940,78.315445,21.684553,12.0,48.00000000000001,0.2853063,0.36421657,0.0010137096,0.21684553,Low Risk
943,76.83828,23.16172,10.0,38.333333333333336,0.065048546,0.1736116,0.45619145,0.2316172,Low Risk
944,93.62611,6.373895,13.793103448275861,70.6896551724138,0.09930218,0.08976439,0.0021502778,0.06373895,Low Risk
946,72.04907,27.950932,22.0,50.0,0.3725028,0.46584752,0.00017761248,0.2795093,Low Risk
947,87.42847,12.571531,11.11111111111111,50.0,0.16944768,0.1914645,0.016233768,0.12571532,Low Risk
948,69.39805,30.601952,20.0,60.0,0.46551922,0.43132812,0.021211222,0.3060195,Moderate Risk
951,17.571808,82.42819,6.666666666666667,83.33333333333333,0.9506058,0.9785581,0.54368186,0.82428193,High Risk
952,74.66772,25.332281,34.0,78.0,0.3879874,0.37120423,0.00077679515,0.2533228,Low Risk
956,74.29856,25.701443,40.0,85.0,0.33586434,0.32619262,0.10898636,0.25701442,Low Risk
957,52.831078,47.168922,18.75,68.75,0.3118857,0.1521447,0.9510373,0.47168922,Moderate Risk
958,60.840107,39.159893,10.0,70.0,0.6077463,0.5659295,0.001121068,0.39159894,Moderate Risk
959,64.52278,35.477222,3.3333333333333335,53.333333333333336,0.18115737,0.33811834,0.54504097,0.35477224,Moderate Risk
962,61.467888,38.532112,50.0,95.0,0.44328654,0.48811308,0.22456378,0.38532114,Moderate Risk
964,86.20879,13.791209,10.0,56.00000000000001,0.18473543,0.22095293,0.008047929,0.1379121,Low Risk
965,90.83977,9.160233,4.0,46.0,0.197469,0.07024831,0.007089662,0.091602325,Low Risk
973,48.793102,51.206898,42.0,92.0,0.8535855,0.68262154,0.0,0.512069,Moderate Risk
974,88.6843,11.315698,20.0,50.0,0.08739561,0.09478011,0.15729518,0.113156974,Low Risk
975,57.534348,42.465652,4.0,46.0,0.13931692,0.13598704,0.99866563,0.42465654,Moderate Risk
977,50.716557,49.283443,54.54545454545454,90.90909090909092,0.42719024,0.7246798,0.32663324,0.49283442,Moderate Risk
979,81.734085,18.265917,10.714285714285714,39.28571428571428,0.20433266,0.34335554,0.0002893313,0.18265916,Low Risk
980,88.18802,11.811981,6.0,46.0,0.17563601,0.17872344,1.8202338e-22,0.11811981,Low Risk
981,66.21636,33.783634,30.0,60.0,0.43074512,0.4080189,0.17474508,0.33783635,Moderate Risk
983,32.871777,67.12822,16.0,67.0,0.71566194,0.82934016,0.4688445,0.67128223,Moderate Risk
985,95.932686,4.0673113,0.0,37.0,0.08106188,0.02787098,0.01308648,0.04067311,Low Risk
987,20.594294,79.40571,0.0,80.0,0.91232777,0.9334179,0.5364255,0.7940571,High Risk
991,86.76945,13.230547,40.0,95.0,0.24806665,0.1336245,0.015225255,0.13230547,Low Risk
996,58.016373,41.983624,50.0,79.16666666666666,0.68264896,0.5768598,1.1622478e-12,0.41983625,Moderate Risk
997,76.55276,23.447239,18.0,46.0,0.30307892,0.40033823,0.0,0.2344724,Low Risk
999,87.67844,12.321559,36.95652173913043,84.78260869565217,0.13609579,0.23355052,4.833044e-07,0.12321559,Low Risk
1000,19.215965,80.784035,33.33333333333333,100.0,0.9781915,0.980118,0.4652116,0.80784035,High Risk
1001,42.806892,57.193108,18.0,70.0,0.80179036,0.84017843,0.0738245,0.57193106,Moderate Risk
1002,16.299885,83.70011,23.333333333333332,81.66666666666667,0.9825585,0.98253304,0.5459119,0.83700114,High Risk
1006,87.59911,12.400891,8.0,47.0,0.17359085,0.19843587,6.04005e-15,0.12400892,Low Risk
1007,80.69495,19.305048,10.0,39.0,0.31025904,0.26885942,3.2990793e-05,0.19305049,Low Risk
1010,26.386625,73.61337,6.666666666666667,66.66666666666666,0.73331445,0.93250114,0.5425857,0.73613375,High Risk
1011,93.441864,6.558132,8.0,52.0,0.15021889,0.046013482,0.00051158306,0.06558132,Low Risk
1012,62.388504,37.611496,4.0,38.0,0.038910825,0.09601649,0.99341756,0.37611496,Moderate Risk
1015,82.50256,17.497438,36.36363636363637,68.18181818181819,0.27870265,0.15843013,0.08779035,0.17497438,Low Risk
1016,43.262337,56.737663,6.666666666666667,63.33333333333333,0.5369611,0.61966556,0.5455032,0.5673766,Moderate Risk
1017,67.39087,32.60913,32.0,95.0,0.51700723,0.45964518,0.001621563,0.32609132,Moderate Risk
1018,45.294235,54.705765,40.0,80.0,0.31501803,0.41674322,0.9094116,0.5470576,Moderate Risk
1020,92.02777,7.972231,8.0,42.00000000000001,0.14861242,0.09055449,1.7750587e-11,0.07972231,Low Risk
1022,81.90465,18.095348,50.0,100.0,0.29441765,0.24844281,6.823576e-11,0.18095349,Low Risk
1024,42.565937,57.434063,23.333333333333332,60.0,0.3653745,0.8135346,0.5441128,0.57434064,Moderate Risk
1027,61.81874,38.18126,34.0,65.0,0.5207963,0.6246415,9.5550144e-35,0.38181257,Moderate Risk
1029,90.60626,9.393739,8.0,40.0,0.014947845,0.027583238,0.23928109,0.09393739,Low Risk
1030,89.10825,10.891746,0.0,59.25925925925925,0.18492223,0.13883959,0.0029905403,0.10891745,Low Risk
1033,88.4531,11.546899,14.000000000000002,48.0,0.22318986,0.12217882,0.0010382948,0.11546899,Low Risk
1034,80.53337,19.46663,0.0,26.66666666666667,0.020438002,0.02759688,0.535964,0.19466631,Low Risk
1035,21.950268,78.04973,6.666666666666667,73.33333333333334,0.84552544,0.9542413,0.54172516,0.7804973,High Risk
1036,16.534536,83.46546,46.666666666666664,93.33333333333333,0.9733145,0.9800149,0.55063456,0.8346546,High Risk
1041,76.9129,23.087097,26.666666666666668,53.333333333333336,0.3738278,0.28113168,0.037653442,0.23087096,Low Risk
1042,75.70226,24.297739,10.0,43.0,0.28551123,0.3689633,0.07445771,0.2429774,Low Risk
1043,75.64928,24.350727,15.384615384615385,76.92307692307692,0.3136057,0.41691613,2.7625444e-10,0.24350727,Low Risk
1045,81.59511,18.404894,4.0,41.0,0.3374829,0.2145128,0.0001511121,0.18404894,Low Risk
1046,74.48491,25.515095,28.57142857142857,92.85714285714286,0.3414881,0.42396474,2.8780414e-11,0.25515094,Low Risk
1048,94.08172,5.918281,8.0,56.00000000000001,0.12524784,0.051375363,0.0009252359,0.05918281,Low Risk
1049,80.4559,19.544094,33.33333333333333,63.63636363636363,0.19545572,0.39086705,2.6577017e-17,0.19544093,Low Risk
1050,63.770844,36.229156,0.0,30.000000000000004,0.11892225,0.08668776,0.8812647,0.36229157,Moderate Risk
1051,82.362656,17.63735,16.0,44.0,0.1442244,0.384896,5.6033763e-08,0.1763735,Low Risk
1053,87.682,12.317997,8.0,48.0,0.16274457,0.20679425,1.0897826e-06,0.12317997,Low Risk
1057,72.43942,27.560574,0.0,36.36363636363637,0.426898,0.3814228,0.018496457,0.27560574,Low Risk
1058,92.150665,7.849333,5.263157894736842,63.1578947368421,0.16976291,0.06571707,0.0,0.07849333,Low Risk
1059,54.30553,45.69447,60.0,120.0,0.5532885,0.54001945,0.27752608,0.4569447,Moderate Risk
1060,96.985275,3.0147245,10.714285714285714,48.214285714285715,0.057845056,0.030381316,0.0022153638,0.030147245,Low Risk
1061,83.85017,16.149832,0.0,50.0,0.2554564,0.12734184,0.10169675,0.16149832,Low Risk
1065,95.16468,4.8353195,8.0,40.0,0.08780324,0.057252616,3.7323123e-06,0.048353195,Low Risk
1067,73.41822,26.581776,25.925925925925924,70.37037037037037,0.24691772,0.5490046,0.0015309404,0.26581776,Low Risk
1069,87.02327,12.976728,9.375,62.5,0.23555641,0.15255696,0.0011884747,0.12976728,Low Risk
1070,99.25697,0.743028,0.0,20.0,0.01308478,0.008869863,0.00033619395,0.0074302796,Low Risk
1072,45.885075,54.114925,40.0,85.00000000000001,0.81736666,0.7619414,0.044139735,0.54114926,Moderate Risk
1073,75.65042,24.349577,28.57142857142857,64.28571428571428,0.3137279,0.41675946,1.5739543e-10,0.24349578,Low Risk
1074,95.553314,4.4466844,8.0,41.0,0.091751516,0.04164902,0.0,0.044466842,Low Risk
1075,55.719055,44.28095,0.0,69.23076923076923,0.20525093,0.5877259,0.53545177,0.4428095,Moderate Risk
1076,80.5691,19.430899,20.0,50.0,0.29942554,0.28154242,0.001958942,0.19430898,Low Risk
1077,98.074776,1.925225,2.0,35.0,0.021577358,0.036179237,1.548965e-07,0.01925225,Low Risk
1080,81.01876,18.981243,0.0,53.84615384615385,0.008231873,0.016761592,0.54444385,0.18981244,Low Risk
1081,82.817085,17.182919,22.0,49.0,0.2071165,0.30837104,0.0,0.17182918,Low Risk
1083,72.41838,27.581623,14.000000000000002,61.0,0.3794559,0.4120925,0.0359003,0.27581623,Low Risk
1085,48.47869,51.52131,23.52941176470588,76.47058823529412,0.7175556,0.8280837,2.3468353e-33,0.5152131,Moderate Risk
1089,19.620895,80.379105,36.666666666666664,91.66666666666666,0.9661437,0.9765605,0.46866897,0.80379105,High Risk
1093,56.669224,43.33078,36.36363636363637,68.18181818181819,0.624579,0.6244588,0.050885625,0.4333078,Moderate Risk
1094,95.15894,4.841056,6.0,23.0,0.106147535,0.03766127,0.0014228711,0.04841056,Low Risk
1095,76.709656,23.29034,30.0,80.0,0.20723891,0.12665756,0.36481375,0.2329034,Low Risk
1096,75.21096,24.789042,35.0,100.0,0.3279392,0.41573203,4.0518864e-09,0.24789041,Low Risk
1100,79.265976,20.734024,16.666666666666664,37.5,0.31195703,0.31006366,1.9568608e-10,0.20734024,Low Risk
1101,93.96158,6.03842,6.0,55.00000000000001,0.10536194,0.075790666,0.0,0.060384203,Low Risk
1103,87.4717,12.528298,6.0,46.0,0.16597219,0.20987675,5.987738e-17,0.12528299,Low Risk
1104,97.279076,2.7209244,2.0,43.99999999999999,0.047962718,0.033647504,1.7517737e-05,0.027209245,Low Risk
1105,80.08454,19.915462,0.0,70.0,0.07716614,0.5202977,0.0,0.19915462,Low Risk
1107,97.92471,2.0752852,10.0,37.0,0.038942892,0.023298709,1.6953398e-05,0.02075285,Low Risk
1110,25.637096,74.36291,0.0,80.0,0.8439954,0.84610987,0.5407819,0.74362904,High Risk
1111,78.343185,21.656816,42.857142857142854,100.0,0.30712965,0.34257483,1.5763578e-10,0.21656816,Low Risk
1113,91.51391,8.48609,4.0,40.0,0.14992508,0.1046241,3.3536773e-05,0.0848609,Low Risk
1114,98.47204,1.5279661,2.0,55.00000000000001,0.032071583,0.013658385,0.000109017536,0.015279662,Low Risk
1115,80.55836,19.441639,0.0,6.25,0.24819416,0.27780023,0.057254713,0.19441639,Low Risk
1116,54.108204,45.891796,34.0,75.0,0.67393875,0.7028152,4.1033773e-14,0.45891798,Moderate Risk
1119,30.843401,69.1566,10.0,82.0,0.6613477,0.83297443,0.58037597,0.691566,Moderate Risk
1121,85.05712,14.94288,11.11111111111111,63.888888888888886,0.16225721,0.25974575,0.026283408,0.1494288,Low Risk
1122,97.014,2.9859996,6.0,27.0,0.042422414,0.046911612,0.00024596162,0.029859995,Low Risk
1123,58.667885,41.332115,24.0,80.0,0.48846743,0.7447973,0.006698763,0.41332114,Moderate Risk
1124,70.731224,29.268774,4.081632653061225,38.775510204081634,0.02794392,0.017650763,0.83246857,0.29268774,Low Risk
1125,90.09022,9.909782,10.0,45.0,0.18440577,0.112887695,0.0,0.099097826,Low Risk
1127,86.71472,13.285281,8.0,44.0,0.16033502,0.22014926,0.018074123,0.13285281,Low Risk
1130,88.544685,11.455317,8.0,59.00000000000001,0.20483361,0.13882588,0.0,0.11455316,Low Risk
1131,92.68077,7.319229,10.0,44.00000000000001,0.10780642,0.11174332,2.7114726e-05,0.07319229,Low Risk
1134,77.03715,22.962849,0.0,63.63636363636363,0.3140917,0.37479374,4.2169088e-11,0.22962849,Low Risk
1135,61.33021,38.66979,28.57142857142857,73.21428571428572,0.50914836,0.6068757,0.044069678,0.3866979,Moderate Risk
1137,77.002594,22.99741,10.0,49.0,0.13770194,0.09038393,0.4618365,0.2299741,Low Risk
1138,66.28531,33.714684,0.0,66.66666666666667,0.07682577,0.4948219,0.4397928,0.33714685,Moderate Risk
1139,94.39612,5.603883,10.0,41.0,0.07338972,0.09472677,1.3919316e-11,0.056038827,Low Risk
1140,51.766956,48.233044,9.090909090909092,75.75757575757575,0.6057746,0.8412166,6.881381e-08,0.48233044,Moderate Risk
1141,85.69527,14.304735,0.0,54.54545454545454,0.26182353,0.16731824,2.7817651e-07,0.14304735,Low Risk
1142,83.31641,16.683596,9.090909090909092,45.45454545454546,0.23975764,0.2607502,1.8544074e-11,0.16683595,Low Risk
1143,98.501495,1.4985108,0.0,26.0,0.033760663,0.011184432,1.0230718e-05,0.014985108,Low Risk
1144,93.32208,6.677912,4.0,47.0,0.12029792,0.07715936,0.0028800864,0.06677912,Low Risk
1145,88.18684,11.813162,12.0,62.0,0.1564117,0.19798315,1.8001736e-11,0.118131615,Low Risk
1146,93.354965,6.645035,14.000000000000002,67.0,0.028781667,0.13303165,0.03753774,0.06645035,Low Risk
1147,91.8124,8.187595,0.0,70.58823529411764,0.1779624,0.052893117,0.014772349,0.08187596,Low Risk
1151,84.01815,15.9818535,18.181818181818183,72.72727272727273,0.27026862,0.17224112,0.03694585,0.15981853,Low Risk
1153,55.471848,44.52815,44.0,103.0,0.55328727,0.78255713,4.940239e-08,0.44528148,Moderate Risk
1154,65.137825,34.862175,10.0,46.666666666666664,0.19478884,0.3925911,0.4584853,0.34862176,Moderate Risk
1157,76.63173,23.368267,18.0,70.0,0.38218814,0.3041635,0.01469634,0.23368268,Low Risk
1158,17.448074,82.551926,57.89473684210527,78.94736842105263,0.9662819,0.96943164,0.5408443,0.82551926,High Risk
1160,96.745995,3.254005,10.0,34.0,0.03959148,0.05800399,2.4685094e-05,0.03254005,Low Risk
1161,63.71888,36.281124,24.0,57.99999999999999,0.45087656,0.621824,0.015733121,0.36281124,Moderate Risk
1162,69.25765,30.74235,18.181818181818183,63.63636363636363,0.49560827,0.42666227,7.298182e-11,0.3074235,Moderate Risk
1163,75.6599,24.340103,14.285714285714285,92.85714285714286,0.31360564,0.41659746,1.7527952e-09,0.24340104,Low Risk
1164,96.41168,3.5883193,0.0,44.73684210526315,0.008213011,0.013415752,0.08602081,0.035883192,Low Risk
1170,71.516975,28.483025,0.0,85.00000000000001,0.3716751,0.33710867,0.14570695,0.28483024,Low Risk
1173,84.66221,15.337788,0.0,60.0,0.25930727,0.1787857,0.0220407,0.15337788,Low Risk
1175,94.32227,5.6777234,6.8181818181818175,35.22727272727273,0.1339505,0.036381204,5.0092204e-34,0.056777235,Low Risk
1176,93.23696,6.76304,0.0,37.93103448275862,0.12798695,0.059568413,0.015335827,0.0676304,Low Risk
1178,87.09898,12.901014,16.0,50.0,0.16908199,0.21794842,1.4114677e-17,0.12901014,Low Risk
1180,21.382183,78.61782,30.0,78.33333333333333,0.9335658,0.9662466,0.45872205,0.7861782,High Risk
1183,84.90363,15.096367,7.142857142857142,53.57142857142857,0.19532067,0.108252116,0.14931823,0.15096366,Low Risk
1184,94.16504,5.8349586,36.0,86.0,0.11465995,0.0603888,1.2722231e-09,0.058349583,Low Risk
1186,78.27803,21.721972,0.0,72.72727272727273,0.31061304,0.2431687,0.0978774,0.21721971,Low Risk
1189,87.481445,12.518554,11.76470588235294,50.0,0.19632524,0.17923133,0.0,0.12518553,Low Risk
1190,16.634201,83.3658,30.0,105.0,0.97710526,0.9820016,0.54186696,0.833658,High Risk
1191,63.149773,36.850227,3.3333333333333335,50.0,0.15468371,0.40742326,0.5433998,0.36850226,Moderate Risk
1194,96.09629,3.9037127,4.0,37.0,0.040468883,0.02282971,0.053812787,0.039037127,Low Risk
1197,36.480682,63.519318,37.5,78.75,0.95190233,0.87611765,0.07755956,0.63519317,Moderate Risk
1198,76.37543,23.62457,18.0,68.0,0.31827983,0.3877575,0.0026998008,0.2362457,Low Risk
1201,83.46026,16.539742,0.0,6.666666666666665,0.023987526,0.024023823,0.44818088,0.1653974,Low Risk
1205,65.906784,34.09321,36.0,72.0,0.35970813,0.6200297,0.043058436,0.3409321,Moderate Risk
1207,93.26018,6.739823,8.0,45.0,0.10984879,0.07536408,0.016981792,0.06739823,Low Risk
1210,68.47674,31.52326,28.000000000000004,64.99999999999999,0.31438887,0.6313089,0.0,0.3152326,Moderate Risk
1212,79.8301,20.1699,43.333333333333336,83.33333333333333,0.28117424,0.32392275,1.5193085e-29,0.201699,Low Risk
1214,86.65359,13.346417,13.793103448275861,60.3448275862069,0.22521953,0.16798292,0.0071900706,0.13346417,Low Risk
1216,75.51016,24.489838,25.0,58.33333333333333,0.33442634,0.4002688,5.98343e-11,0.24489838,Low Risk
1220,85.777794,14.222201,5.263157894736842,36.8421052631579,0.26852435,0.14521378,0.012927931,0.14222202,Low Risk
1221,89.74761,10.252385,2.0,37.0,0.18698329,0.120588265,0.0,0.102523856,Low Risk
1222,89.394,10.606004,8.0,44.0,0.10050211,0.1786836,0.03899441,0.106060036,Low Risk
1225,90.090614,9.909388,4.0,59.00000000000001,0.11278468,0.18449695,2.4474546e-18,0.09909388,Low Risk
1226,94.374275,5.625725,0.0,31.999999999999996,0.09467375,0.07408306,1.4926235e-05,0.056257248,Low Risk
1227,99.030624,0.969375,0.0,20.0,0.014374287,0.011877032,0.0028299312,0.00969375,Low Risk
1228,72.17965,27.820345,20.0,40.0,0.05384078,0.23890738,0.54186225,0.27820346,Low Risk
1235,94.15359,5.84641,8.0,36.0,0.0836448,0.09174735,1.4382285e-07,0.0584641,Low Risk
1236,72.38469,27.615309,30.76923076923077,88.46153846153845,0.3496807,0.40267247,0.07610607,0.2761531,Low Risk
1238,66.67393,33.326073,36.84210526315789,65.78947368421053,0.4670725,0.5049543,0.027755352,0.33326072,Moderate Risk
1239,76.29235,23.707651,6.666666666666667,70.0,0.29403847,0.41719103,2.3803255e-11,0.2370765,Low Risk
1240,95.39059,4.609412,12.0,45.0,0.042627513,0.09565485,4.7275687e-27,0.04609412,Low Risk
1241,83.72487,16.275133,9.090909090909092,61.36363636363635,0.13492881,0.2520269,0.10129834,0.16275133,Low Risk
1244,58.779503,41.2205,40.0,65.0,0.5460908,0.5780523,0.112471916,0.412205,Moderate Risk
1245,86.680016,13.319985,8.0,36.0,0.18745667,0.21214291,0.0,0.13319986,Low Risk
1247,79.44141,20.558596,15.789473684210526,60.526315789473685,0.35156944,0.19319078,0.071997635,0.20558596,Low Risk
1248,92.42308,7.5769176,2.0,48.0,0.11408278,0.11171841,0.0015063438,0.07576918,Low Risk
1250,55.714,44.286,10.0,70.0,0.3283046,0.40625054,0.59402484,0.44285998,Moderate Risk
1251,70.74504,29.254965,11.363636363636363,52.27272727272727,0.28588906,0.5917399,2.003818e-05,0.29254964,Low Risk
1253,98.78926,1.2107368,10.0,40.0,0.023973117,0.012327395,2.1590646e-05,0.012107368,Low Risk
1255,28.600496,71.399506,40.0,80.0,0.74049044,0.9169361,0.48455855,0.71399504,High Risk
1259,62.409855,37.59015,50.0,95.0,0.4038062,0.6669178,0.05698054,0.3759015,Moderate Risk
1260,84.99975,15.000256,4.0,37.0,0.33436453,0.11564309,1.8664824e-08,0.15000255,Low Risk
1262,93.63435,6.3656425,6.0,54.0,0.106012106,0.08495717,1.3610715e-17,0.06365643,Low Risk
1267,86.14966,13.850342,12.0,40.0,0.1429351,0.21385337,0.0587218,0.13850342,Low Risk
1269,99.47095,0.5290512,2.0,20.999999999999996,0.008019221,0.007832435,1.987974e-05,0.005290512,Low Risk
1271,92.91717,7.0828342,4.545454545454546,63.63636363636363,0.13276476,0.07936643,0.0003538258,0.07082834,Low Risk
1272,81.57502,18.42498,0.0,63.63636363636363,0.28461108,0.18541005,0.08272825,0.1842498,Low Risk
1278,85.210724,14.789279,34.0,78.0,0.09989463,0.3437781,5.6759955e-06,0.14789279,Low Risk
1283,84.26954,15.730468,2.0,44.0,0.34491622,0.1269978,0.0,0.15730467,Low Risk
1285,88.57054,11.429459,4.0,36.0,0.20227744,0.14060633,1.21134835e-08,0.11429459,Low Risk
1288,91.55988,8.440122,14.000000000000002,55.00000000000001,0.13991334,0.11329028,3.421935e-10,0.08440121,Low Risk
1289,96.24061,3.7593927,0.0,30.000000000000004,0.07172725,0.041054532,7.6441715e-37,0.037593927,Low Risk
1290,67.13103,32.868973,18.0,65.0,0.3802879,0.60467166,0.0011095935,0.32868972,Moderate Risk
1293,51.57206,48.427937,28.000000000000004,76.0,0.8399477,0.6095638,0.0033265613,0.48427936,Moderate Risk
1295,98.40352,1.5964806,2.0,23.0,0.016852403,0.03100237,3.9643615e-05,0.015964806,Low Risk
1296,77.120384,22.879618,10.0,59.0,0.21383789,0.42230874,0.050241835,0.22879617,Low Risk
1297,74.95348,25.046518,30.0,60.00000000000001,0.20478766,0.49706617,0.049541727,0.25046518,Low Risk
1298,29.014284,70.98572,20.0,55.00000000000001,0.43274555,0.7066703,0.9901557,0.70985717,High Risk
1300,91.541115,8.458889,6.0,41.0,0.14287525,0.09436984,0.016521575,0.08458889,Low Risk
1301,29.217403,70.78259,23.333333333333332,71.66666666666667,0.79602945,0.8765055,0.45094296,0.70782596,High Risk
1305,94.633835,5.3661656,0.0,45.45454545454546,0.023989936,0.028010963,0.10898406,0.053661656,Low Risk
1307,69.493355,30.506643,40.0,80.0,0.5458672,0.35625464,0.013077516,0.30506644,Moderate Risk
1311,90.108574,9.891424,8.0,55.00000000000001,0.1814475,0.11529522,4.0112646e-23,0.09891424,Low Risk
1314,88.60003,11.399973,0.0,15.0,0.22300619,0.11899301,4.1830738e-21,0.11399973,Low Risk
1316,84.70884,15.291162,10.0,58.00000000000001,0.18103725,0.15256025,0.12513737,0.15291162,Low Risk
1318,57.553436,42.446568,16.666666666666664,43.333333333333336,0.26031527,0.55509007,0.45799175,0.4244657,Moderate Risk
1319,64.38613,35.613873,0.0,50.0,0.43198338,0.40904695,0.2273859,0.35613874,Moderate Risk
1320,42.25592,57.74408,22.5,63.74999999999999,0.8678079,0.782083,0.08243146,0.5774408,Moderate Risk
1322,84.49918,15.500813,20.833333333333336,47.916666666666664,0.24871214,0.2163122,1.9676385e-15,0.15500812,Low Risk
1325,50.206196,49.793808,0.0,61.53846153846154,0.42983705,0.5223811,0.5415961,0.49793807,Moderate Risk
1328,94.19436,5.8056426,12.0,34.0,0.106157936,0.06789359,0.00011775189,0.058056425,Low Risk
1329,88.96494,11.035054,14.000000000000002,69.0,0.14522661,0.15553963,0.030285386,0.11035054,Low Risk
1330,83.571365,16.428633,20.0,60.0,0.2377936,0.19158901,0.06347637,0.16428633,Low Risk
1332,96.65885,3.3411503,10.0,50.0,0.07084635,0.029388161,0.0,0.033411503,Low Risk
1333,78.764,21.235994,18.0,46.0,0.27851406,0.3585658,6.09649e-10,0.21235995,Low Risk
1334,89.71733,10.282674,2.0,46.0,0.12341332,0.16881515,0.016251748,0.10282674,Low Risk
1335,81.0701,18.929901,20.0,50.0,0.29395944,0.237926,0.03601159,0.189299,Low Risk
1336,75.56789,24.43211,27.27272727272727,72.72727272727273,0.31635007,0.41661328,2.953497e-09,0.24432111,Low Risk
1340,85.81013,14.189878,8.0,44.0,0.21027257,0.20212397,0.013299793,0.14189878,Low Risk
1344,97.04323,2.9567723,2.0408163265306123,44.89795918367348,0.06111839,0.02757692,7.861361e-06,0.029567724,Low Risk
1346,87.42965,12.570352,16.0,53.0,0.16644186,0.20048013,0.010188544,0.12570351,Low Risk
1348,83.792366,16.207632,40.0,74.0,0.24259353,0.2435083,0.00012717843,0.16207632,Low Risk
1349,94.85995,5.1400523,8.333333333333332,43.75,0.0855881,0.06861347,0.0,0.051400524,Low Risk
1350,84.10424,15.89576,30.0,65.99999999999999,0.2401146,0.2367582,8.2026286e-10,0.1589576,Low Risk
1351,17.666363,82.33363,53.333333333333336,100.0,0.98523766,0.9374728,0.54729867,0.82333636,High Risk
1354,71.8845,28.115496,14.000000000000002,52.0,0.33976603,0.5036987,1.5138569e-07,0.28115496,Low Risk
1355,68.783356,31.216642,36.36363636363637,81.81818181818181,0.48850927,0.4011835,0.046806436,0.31216642,Moderate Risk
